IncidentNumber,CallType,CallDate,Zipcode,FinalPriority,UnitType,Delay
2028852,Medical Incident,04/06/2002,94115.0,2.0,MEDIC,2.5833333
2028853,Medical Incident,04/06/2002,94103.0,3.0,MEDIC,1.75
2028854,Medical Incident,04/06/2002,94132.0,3.0,TRUCK,2.8666666
2028863,Medical Incident,04/06/2002,94131.0,3.0,MEDIC,4.0
2028872,Medical Incident,04/07/2002,94103.0,3.0,MEDIC,1.6333333
2028894,Medical Incident,04/07/2002,94105.0,2.0,MEDIC,5.9
2028919,Medical Incident,04/07/2002,94130.0,3.0,MEDIC,3.9166667
2028928,Medical Incident,04/07/2002,94102.0,2.0,MEDIC,5.7833333
2028947,Structure Fire,04/07/2002,94134.0,3.0,CHIEF,2.0666666
2029000,Structure Fire,04/07/2002,94124.0,3.0,TRUCK,0.98333335
2029024,Medical Incident,04/07/2002,94103.0,3.0,ENGINE,2.4
2029024,Medical Incident,04/07/2002,94103.0,3.0,MEDIC,1.2833333
2029031,Medical Incident,04/07/2002,94112.0,3.0,MEDIC,3.0
2029040,Medical Incident,04/07/2002,94107.0,3.0,ENGINE,2.3833334
2029041,Medical Incident,04/07/2002,94103.0,3.0,MEDIC,1.55
2029074,Medical Incident,04/07/2002,94122.0,3.0,TRUCK,1.9833333
2029082,Medical Incident,04/07/2002,94102.0,3.0,ENGINE,3.9333334
2029105,Medical Incident,04/07/2002,94102.0,3.0,ENGINE,2.6
2029166,Medical Incident,04/08/2002,94132.0,3.0,ENGINE,2.85
2029169,Structure Fire,04/08/2002,94133.0,3.0,ENGINE,1.85
2029194,Medical Incident,04/08/2002,94102.0,2.0,MEDIC,5.2
2029203,Medical Incident,04/08/2002,94122.0,3.0,MEDIC,18.633333
2029209,Medical Incident,04/08/2002,94134.0,3.0,MEDIC,2.1166666
2029210,Medical Incident,04/08/2002,94110.0,3.0,ENGINE,4.2166667
2029216,Medical Incident,04/08/2002,94105.0,3.0,MEDIC,7.4666667
2029271,Medical Incident,04/08/2002,94114.0,2.0,MEDIC,2.4
2029274,Medical Incident,04/08/2002,94109.0,3.0,MEDIC,2.3833334
2029287,Medical Incident,04/08/2002,94117.0,3.0,MEDIC,0.9
2029303,Alarms,04/08/2002,94103.0,3.0,TRUCK,1.8166667
2029302,Medical Incident,04/08/2002,94110.0,2.0,MEDIC,3.4666667
2029345,Structure Fire,04/08/2002,94109.0,3.0,ENGINE,0.96666664
2029363,Medical Incident,04/08/2002,94107.0,3.0,ENGINE,2.5333333
2029379,Medical Incident,04/08/2002,94103.0,3.0,MEDIC,2.4333334
2029389,Medical Incident,04/09/2002,94109.0,3.0,ENGINE,4.1666665
2029399,Alarms,04/09/2002,94123.0,3.0,ENGINE,2.1
2029403,Medical Incident,04/09/2002,94102.0,3.0,MEDIC,4.1
2029416,Medical Incident,04/09/2002,94124.0,3.0,MEDIC,7.9
2029424,Structure Fire,04/09/2002,94102.0,3.0,TRUCK,5.3333335
2029439,Alarms,04/09/2002,94105.0,3.0,ENGINE,2.4
2029452,Medical Incident,04/09/2002,94122.0,3.0,ENGINE,1.75
2029466,Medical Incident,04/09/2002,94107.0,2.0,MEDIC,4.0
2029465,Medical Incident,04/09/2002,94122.0,3.0,MEDIC,3.6
2029477,Medical Incident,04/09/2002,94117.0,3.0,MEDIC,1.5833334
2029482,Medical Incident,04/09/2002,94124.0,3.0,ENGINE,2.6166666
2029492,Medical Incident,04/09/2002,94103.0,3.0,RESCUE SQUAD,4.3
2029520,Medical Incident,04/09/2002,94132.0,2.0,MEDIC,3.6333334
2029524,Medical Incident,04/09/2002,94112.0,3.0,MEDIC,5.483333
2029533,Structure Fire,04/09/2002,94134.0,3.0,TRUCK,0.78333336
2029535,Medical Incident,04/09/2002,94103.0,2.0,MEDIC,3.2666667
2029555,Medical Incident,04/09/2002,94110.0,3.0,ENGINE,4.483333
2029561,Structure Fire,04/09/2002,94109.0,3.0,ENGINE,1.4333333
2029562,Medical Incident,04/09/2002,94102.0,3.0,MEDIC,7.3
2029566,Medical Incident,04/09/2002,94109.0,3.0,MEDIC,6.516667
2029582,Structure Fire,04/09/2002,94117.0,3.0,ENGINE,2.2833333
2029593,Outside Fire,04/09/2002,94122.0,3.0,ENGINE,2.75
2029606,Medical Incident,04/09/2002,94102.0,3.0,ENGINE,2.2333333
2029607,Structure Fire,04/09/2002,94110.0,3.0,TRUCK,2.9666667
2029621,Medical Incident,04/09/2002,94121.0,3.0,MEDIC,2.2333333
2029662,Medical Incident,04/10/2002,94118.0,2.0,MEDIC,2.65
2029685,Medical Incident,04/10/2002,94105.0,3.0,MEDIC,3.4333334
2029692,Alarms,04/10/2002,94109.0,3.0,TRUCK,2.3333333
2029737,Odor (Strange / Unknown),04/10/2002,94102.0,3.0,CHIEF,3.95
2029754,Medical Incident,04/10/2002,94108.0,3.0,MEDIC,2.6333334
2029762,Medical Incident,04/10/2002,94123.0,3.0,RESCUE CAPTAIN,2.6666667
2029782,Medical Incident,04/10/2002,94103.0,3.0,RESCUE SQUAD,3.1833334
2029794,Structure Fire,04/10/2002,94104.0,3.0,ENGINE,1.9833333
2029813,Alarms,04/10/2002,94122.0,3.0,CHIEF,3.3833334
2029827,Medical Incident,04/10/2002,94132.0,3.0,ENGINE,3.95
2029838,Medical Incident,04/10/2002,94123.0,3.0,MEDIC,2.5333333
2029840,Structure Fire,04/10/2002,94102.0,3.0,TRUCK,1.5833334
2029859,Medical Incident,04/10/2002,94110.0,3.0,MEDIC,2.1666667
2029879,Medical Incident,04/10/2002,94121.0,3.0,ENGINE,2.7166667
2029891,Medical Incident,04/10/2002,94102.0,3.0,MEDIC,1.8166667
2029894,Medical Incident,04/10/2002,94122.0,3.0,MEDIC,1.65
2029895,Medical Incident,04/10/2002,94127.0,3.0,ENGINE,2.0333333
2029895,Medical Incident,04/10/2002,94127.0,3.0,MEDIC,13.85
2029897,Medical Incident,04/10/2002,94133.0,3.0,ENGINE,5.3
2029901,Medical Incident,04/10/2002,94105.0,3.0,MEDIC,2.1333334
2029907,Water Rescue,04/10/2002,94133.0,3.0,CHIEF,1.2166667
2029936,Medical Incident,04/11/2002,94134.0,3.0,MEDIC,2.6166666
2029939,Structure Fire,04/11/2002,94104.0,3.0,ENGINE,1.8166667
2029971,Medical Incident,04/11/2002,94132.0,3.0,MEDIC,3.7
2029978,Medical Incident,04/11/2002,94112.0,3.0,ENGINE,4.35
2029998,Medical Incident,04/11/2002,94110.0,3.0,MEDIC,6.0833335
2030019,Medical Incident,04/11/2002,94108.0,2.0,MEDIC,3.7
2030030,Other,04/11/2002,94111.0,3.0,CHIEF,5.266667
2030036,Other,04/11/2002,94116.0,3.0,ENGINE,3.3333333
2030040,Medical Incident,04/11/2002,94115.0,2.0,MEDIC,4.5833335
2030043,Electrical Hazard,04/11/2002,94107.0,3.0,ENGINE,1.8166667
2030047,Medical Incident,04/11/2002,94133.0,3.0,MEDIC,2.6333334
2030052,Medical Incident,04/11/2002,94110.0,3.0,ENGINE,1.6166667
2030060,Structure Fire,04/11/2002,94124.0,3.0,ENGINE,3.05
2030077,Medical Incident,04/11/2002,94110.0,3.0,ENGINE,3.2666667
2030081,Medical Incident,04/11/2002,94102.0,2.0,MEDIC,13.4
2030100,Medical Incident,04/11/2002,94110.0,3.0,RESCUE SQUAD,2.4333334
2030113,Medical Incident,04/11/2002,94102.0,3.0,MEDIC,2.55
2030114,Medical Incident,04/11/2002,94103.0,3.0,ENGINE,1.5
2030128,Alarms,04/11/2002,94127.0,3.0,TRUCK,2.8666666
2030130,Alarms,04/11/2002,94109.0,3.0,CHIEF,3.15
2030138,Medical Incident,04/11/2002,94109.0,3.0,ENGINE,2.4666667
2030140,Alarms,04/11/2002,94115.0,3.0,ENGINE,3.25
2030148,Medical Incident,04/11/2002,94110.0,2.0,MEDIC,5.4
2030162,Medical Incident,04/11/2002,94110.0,2.0,MEDIC,2.7
2030237,Medical Incident,04/12/2002,94112.0,3.0,ENGINE,4.733333
2030255,Alarms,04/12/2002,94105.0,3.0,CHIEF,2.35
2030260,Structure Fire,04/12/2002,94123.0,3.0,ENGINE,1.75
2030281,Alarms,04/12/2002,94122.0,3.0,ENGINE,2.4666667
2030291,Structure Fire,04/12/2002,94109.0,3.0,RESCUE SQUAD,1.85
2030349,Medical Incident,04/12/2002,94102.0,2.0,MEDIC,4.7
2030356,Medical Incident,04/12/2002,94103.0,3.0,MEDIC,2.4666667
2030363,Medical Incident,04/12/2002,94116.0,3.0,TRUCK,3.7166667
2030364,Medical Incident,04/12/2002,94103.0,3.0,ENGINE,3.0166667
2030366,Citizen Assist / Service Call,04/12/2002,94116.0,3.0,ENGINE,4.0333333
2030369,Alarms,04/12/2002,94105.0,3.0,CHIEF,1.9333333
2030370,Medical Incident,04/12/2002,94121.0,3.0,TRUCK,2.4
2030387,Structure Fire,04/12/2002,94124.0,3.0,ENGINE,1.45
2030387,Structure Fire,04/12/2002,94124.0,3.0,TRUCK,1.85
2030390,Medical Incident,04/12/2002,94109.0,3.0,MEDIC,1.4833333
2030397,Alarms,04/12/2002,94116.0,3.0,CHIEF,1.7333333
2030402,Medical Incident,04/12/2002,94103.0,3.0,MEDIC,2.2333333
2030410,Structure Fire,04/12/2002,94116.0,3.0,MEDIC,2.55
2030413,Alarms,04/12/2002,94109.0,3.0,CHIEF,3.0333333
2030415,Medical Incident,04/12/2002,94123.0,2.0,MEDIC,3.2
2030498,Medical Incident,04/12/2002,94123.0,3.0,MEDIC,1.8166667
2030500,Medical Incident,04/12/2002,94123.0,2.0,MEDIC,3.9166667
2030505,Other,04/12/2002,94122.0,3.0,RESCUE CAPTAIN,33.9
2030513,Medical Incident,04/13/2002,94133.0,3.0,MEDIC,0.6333333
2030525,Structure Fire,04/13/2002,,3.0,MEDIC,23.316668
2030525,Structure Fire,04/13/2002,94123.0,3.0,RESCUE CAPTAIN,12.216666
2030530,Medical Incident,04/13/2002,94112.0,2.0,MEDIC,6.0833335
2030528,Medical Incident,04/13/2002,94105.0,3.0,MEDIC,3.5166667
2030540,Medical Incident,04/13/2002,94105.0,3.0,MEDIC,4.1833334
2030549,Medical Incident,04/13/2002,94121.0,3.0,ENGINE,4.4166665
2030551,Medical Incident,04/13/2002,94102.0,3.0,ENGINE,6.3166666
2030566,Medical Incident,04/13/2002,94102.0,2.0,MEDIC,5.15
2030569,Medical Incident,04/13/2002,94110.0,2.0,MEDIC,2.95
2030570,Medical Incident,04/13/2002,94103.0,3.0,MEDIC,3.2
2030578,Medical Incident,04/13/2002,94103.0,3.0,ENGINE,2.3833334
2030601,Structure Fire,04/13/2002,94103.0,3.0,ENGINE,2.05
2030601,Structure Fire,04/13/2002,94103.0,3.0,MEDIC,1.2
2030601,Structure Fire,04/13/2002,,3.0,RESCUE SQUAD,1.8833333
2030611,Medical Incident,04/13/2002,94117.0,3.0,MEDIC,5.7
2030612,Medical Incident,04/13/2002,94123.0,3.0,ENGINE,2.2333333
2030630,Structure Fire,04/13/2002,94110.0,3.0,RESCUE SQUAD,0.81666666
2030636,Medical Incident,04/13/2002,94110.0,2.0,MEDIC,2.85
2030638,Alarms,04/13/2002,94107.0,3.0,CHIEF,3.2666667
2030642,Medical Incident,04/13/2002,94132.0,3.0,MEDIC,3.1
2030662,Medical Incident,04/13/2002,94103.0,3.0,MEDIC,8.183333
2030674,Medical Incident,04/13/2002,94112.0,3.0,MEDIC,1.3
2030688,Medical Incident,04/13/2002,94133.0,3.0,TRUCK,2.3666666
2030704,Medical Incident,04/13/2002,94102.0,3.0,ENGINE,4.1
2030708,Medical Incident,04/13/2002,94115.0,3.0,ENGINE,1.8
2030756,Medical Incident,04/13/2002,94122.0,3.0,MEDIC,2.7166667
2030759,Structure Fire,04/13/2002,94117.0,3.0,RESCUE CAPTAIN,5.45
2030794,Medical Incident,04/13/2002,94110.0,3.0,ENGINE,4.8333335
2030802,Medical Incident,04/13/2002,94124.0,3.0,MEDIC,2.9833333
2030803,Medical Incident,04/13/2002,94112.0,3.0,RESCUE CAPTAIN,9.233334
2030842,Medical Incident,04/14/2002,94116.0,2.0,MEDIC,3.3
2030843,Structure Fire,04/14/2002,94123.0,3.0,ENGINE,1.5
2030857,Medical Incident,04/14/2002,94110.0,2.0,MEDIC,8.716666
2030876,Medical Incident,04/14/2002,94102.0,3.0,MEDIC,5.8
2030882,Medical Incident,04/14/2002,94110.0,3.0,ENGINE,5.7166667
2030889,Structure Fire,04/14/2002,94123.0,3.0,CHIEF,2.4
2030902,Medical Incident,04/14/2002,94109.0,3.0,ENGINE,5.2
2030957,Medical Incident,04/14/2002,94110.0,3.0,TRUCK,2.8833334
2030985,Structure Fire,04/14/2002,94102.0,3.0,TRUCK,1.6833333
2030989,Structure Fire,04/14/2002,94115.0,3.0,MEDIC,2.1
2030994,Structure Fire,04/14/2002,94124.0,3.0,ENGINE,1.0166667
2031000,Medical Incident,04/14/2002,94122.0,3.0,ENGINE,2.6333334
2031004,Medical Incident,04/14/2002,94109.0,3.0,MEDIC,4.0833335
2031021,Alarms,04/14/2002,94105.0,3.0,TRUCK,2.1
2031022,Medical Incident,04/14/2002,94102.0,3.0,MEDIC,3.2666667
2031051,Medical Incident,04/14/2002,94116.0,3.0,ENGINE,2.7333333
2031055,Medical Incident,04/14/2002,94103.0,3.0,ENGINE,2.3
2031059,Alarms,04/14/2002,94105.0,3.0,CHIEF,2.2
2031068,Medical Incident,04/14/2002,94109.0,3.0,MEDIC,1.45
2031072,Medical Incident,04/14/2002,94132.0,3.0,MEDIC,6.5833335
2031072,Medical Incident,04/14/2002,94132.0,3.0,TRUCK,6.05
2031073,Structure Fire,04/14/2002,94102.0,3.0,ENGINE,1.4
2031074,Medical Incident,04/14/2002,94102.0,3.0,MEDIC,2.1333334
2031093,Medical Incident,04/14/2002,94124.0,2.0,MEDIC,2.4166667
2031497,Medical Incident,04/16/2002,94102.0,3.0,MEDIC,2.1666667
2031170,Other,04/15/2002,94133.0,3.0,CHIEF,3.3666666
2031170,Other,04/15/2002,94133.0,3.0,ENGINE,2.2166667
2031173,Citizen Assist / Service Call,04/15/2002,94104.0,3.0,ENGINE,2.9166667
2031212,Medical Incident,04/15/2002,94102.0,2.0,MEDIC,2.4
2031229,Medical Incident,04/15/2002,94103.0,3.0,MEDIC,0.98333335
2031248,Structure Fire,04/15/2002,94110.0,3.0,ENGINE,1.2833333
2031268,Medical Incident,04/15/2002,94103.0,2.0,MEDIC,2.4
2031270,Medical Incident,04/15/2002,94123.0,3.0,MEDIC,1.8
2031293,Structure Fire,04/15/2002,94104.0,3.0,TRUCK,1.2833333
2031313,Structure Fire,04/15/2002,94108.0,3.0,TRUCK,1.6333333
2031329,Medical Incident,04/15/2002,94102.0,3.0,ENGINE,3.8333333
2031344,Structure Fire,04/15/2002,94109.0,3.0,TRUCK,1.25
2031363,Medical Incident,04/15/2002,94132.0,3.0,TRUCK,2.5333333
2031368,Medical Incident,04/15/2002,94109.0,3.0,MEDIC,3.15
2031394,Medical Incident,04/16/2002,94110.0,2.0,MEDIC,4.8333335
2031395,Medical Incident,04/16/2002,94110.0,3.0,MEDIC,2.1166666
2031419,Alarms,04/16/2002,94110.0,3.0,ENGINE,2.9833333
2031447,Medical Incident,04/16/2002,94131.0,3.0,MEDIC,3.7666667
2031449,Medical Incident,04/16/2002,94114.0,3.0,ENGINE,2.4833333
2031460,Medical Incident,04/16/2002,94102.0,3.0,TRUCK,2.9333334
2031502,Industrial Accidents,04/16/2002,94105.0,3.0,RESCUE SQUAD,2.3833334
2031505,Medical Incident,04/16/2002,94102.0,3.0,RESCUE SQUAD,3.1666667
2031508,Medical Incident,04/16/2002,94134.0,3.0,ENGINE,2.95
2031526,Medical Incident,04/16/2002,94102.0,2.0,MEDIC,8.5
2031529,Alarms,04/16/2002,94109.0,3.0,TRUCK,1.9666667
2031530,Structure Fire,04/16/2002,94121.0,3.0,RESCUE SQUAD,1.7
2031539,Structure Fire,04/16/2002,94109.0,3.0,CHIEF,4.2833333
2031539,Structure Fire,04/16/2002,94109.0,3.0,ENGINE,2.0
2031541,Medical Incident,04/16/2002,94131.0,3.0,MEDIC,2.6333334
2031568,Medical Incident,04/16/2002,94122.0,2.0,MEDIC,3.0833333
2031582,Medical Incident,04/16/2002,94131.0,3.0,MEDIC,1.1666666
2031589,Medical Incident,04/16/2002,94131.0,3.0,MEDIC,4.616667
2031595,Medical Incident,04/16/2002,94117.0,3.0,ENGINE,2.7166667
2031605,Alarms,04/16/2002,94103.0,3.0,ENGINE,1.9833333
2031634,Medical Incident,04/16/2002,94102.0,3.0,RESCUE SQUAD,3.95
2031653,Structure Fire,04/16/2002,94110.0,3.0,TRUCK,3.05
2031655,Medical Incident,04/16/2002,94118.0,3.0,ENGINE,1.9666667
2031681,Structure Fire,04/17/2002,94123.0,3.0,ENGINE,2.2
2031681,Structure Fire,04/17/2002,94123.0,3.0,TRUCK,3.3833334
2031685,Medical Incident,04/17/2002,94115.0,3.0,MEDIC,2.6333334
2031697,Medical Incident,04/17/2002,94131.0,2.0,MEDIC,4.75
2031723,Medical Incident,04/17/2002,94124.0,2.0,MEDIC,2.55
2031740,Medical Incident,04/17/2002,94110.0,,RESCUE CAPTAIN,2.8333333
2031762,Medical Incident,04/17/2002,94110.0,3.0,ENGINE,2.05
2031768,Medical Incident,04/17/2002,94116.0,3.0,ENGINE,6.3166666
2031768,Medical Incident,04/17/2002,94116.0,3.0,TRUCK,8.166667
2031791,Medical Incident,04/17/2002,94124.0,3.0,TRUCK,2.6833334
2031792,Alarms,04/17/2002,94105.0,3.0,ENGINE,2.5166667
2031793,Medical Incident,04/17/2002,94132.0,3.0,TRUCK,7.2833333
2031825,Medical Incident,04/17/2002,94108.0,3.0,TRUCK,3.45
2031847,Medical Incident,04/17/2002,94134.0,3.0,ENGINE,4.8333335
2031848,Structure Fire,04/17/2002,94134.0,3.0,TRUCK,1.2
2031852,Medical Incident,04/17/2002,94110.0,3.0,MEDIC,4.5833335
2031860,Structure Fire,04/17/2002,94124.0,3.0,ENGINE,1.2833333
2031870,Alarms,04/17/2002,94124.0,3.0,CHIEF,1.9666667
2031903,Medical Incident,04/17/2002,94122.0,3.0,MEDIC,1.4
2031915,Medical Incident,04/17/2002,94102.0,3.0,MEDIC,3.0166667
2031949,Medical Incident,04/17/2002,94108.0,3.0,MEDIC,5.483333
2031952,Medical Incident,04/17/2002,94103.0,2.0,MEDIC,2.35
2031956,Medical Incident,04/17/2002,94112.0,2.0,MEDIC,2.95
2031958,Medical Incident,04/17/2002,94131.0,3.0,RESCUE CAPTAIN,3.6166666
2031967,Medical Incident,04/17/2002,94112.0,3.0,MEDIC,6.2166667
2031984,Medical Incident,04/18/2002,94123.0,3.0,MEDIC,3.0
2031988,Structure Fire,04/18/2002,94118.0,3.0,TRUCK,2.3833334
2031989,Structure Fire,04/18/2002,94103.0,3.0,TRUCK,2.4333334
2031999,Citizen Assist / Service Call,04/18/2002,94132.0,,ENGINE,5.366667
2032003,Medical Incident,04/18/2002,94112.0,3.0,MEDIC,4.366667
2032006,Structure Fire,04/18/2002,94110.0,3.0,ENGINE,1.6166667
2032006,Structure Fire,04/18/2002,94110.0,3.0,TRUCK,2.2333333
2032017,Medical Incident,04/18/2002,94114.0,3.0,TRUCK,2.9833333
2032022,Medical Incident,04/18/2002,94112.0,3.0,ENGINE,1.7833333
2032034,Smoke Investigation (Outside),04/18/2002,94112.0,3.0,ENGINE,1.9833333
2032041,Medical Incident,04/18/2002,94122.0,3.0,MEDIC,3.8333333
2032054,Medical Incident,04/18/2002,94124.0,3.0,MEDIC,2.5
2032081,Medical Incident,04/18/2002,94132.0,3.0,TRUCK,3.2333333
2032091,Medical Incident,04/18/2002,94102.0,3.0,ENGINE,2.3333333
2032108,Medical Incident,04/18/2002,94109.0,3.0,MEDIC,1.7
2032113,Medical Incident,04/18/2002,94112.0,3.0,MEDIC,1.4166666
2032133,Medical Incident,04/18/2002,94103.0,3.0,ENGINE,4.233333
2032143,Medical Incident,04/18/2002,94114.0,3.0,TRUCK,2.85
2032152,Medical Incident,04/18/2002,94102.0,3.0,MEDIC,4.116667
2032165,Suspicious Package,04/18/2002,94132.0,3.0,RESCUE CAPTAIN,9.483334
2032176,Medical Incident,04/18/2002,94102.0,2.0,MEDIC,4.9166665
2032192,Structure Fire,04/18/2002,94115.0,3.0,CHIEF,2.0166667
2032206,Alarms,04/18/2002,94108.0,3.0,TRUCK,2.4833333
2032209,Structure Fire,04/18/2002,94131.0,3.0,TRUCK,2.0166667
2032217,Medical Incident,04/18/2002,94110.0,3.0,MEDIC,3.05
2032227,Structure Fire,04/18/2002,94103.0,3.0,ENGINE,1.6833333
2032244,Alarms,04/18/2002,94104.0,3.0,TRUCK,2.15
2032297,Medical Incident,04/19/2002,94116.0,2.0,MEDIC,3.5833333
2032300,Medical Incident,04/19/2002,94124.0,3.0,MEDIC,4.1
2032338,Medical Incident,04/19/2002,94103.0,3.0,MEDIC,1.9166666
2032358,Medical Incident,04/19/2002,94109.0,3.0,PRIVATE,3.8333333
2032391,Medical Incident,04/19/2002,94116.0,3.0,ENGINE,2.8833334
2032403,Alarms,04/19/2002,94134.0,3.0,ENGINE,3.6833334
2032421,Medical Incident,04/19/2002,94133.0,3.0,MEDIC,4.4
2032423,Medical Incident,04/19/2002,94110.0,3.0,RESCUE SQUAD,4.7
2032431,Medical Incident,04/19/2002,94132.0,3.0,MEDIC,4.65
2032471,Medical Incident,04/19/2002,94110.0,3.0,MEDIC,2.8166666
2032479,Structure Fire,04/19/2002,94102.0,3.0,ENGINE,0.96666664
2032508,Medical Incident,04/19/2002,94105.0,2.0,MEDIC,2.6
2032509,Medical Incident,04/19/2002,94103.0,3.0,PRIVATE,2.7166667
2032534,Structure Fire,04/19/2002,94109.0,3.0,CHIEF,4.7
2032541,Medical Incident,04/19/2002,94122.0,3.0,ENGINE,1.8166667
2032547,Structure Fire,04/19/2002,94112.0,3.0,RESCUE SQUAD,2.1166666
2032563,Medical Incident,04/20/2002,94103.0,3.0,RESCUE SQUAD,3.2833333
2032620,Medical Incident,04/20/2002,94103.0,3.0,MEDIC,2.0666666
2032627,Structure Fire,04/20/2002,94103.0,3.0,TRUCK,0.6166667
2032651,Medical Incident,04/20/2002,94118.0,2.0,MEDIC,2.7166667
2032675,Medical Incident,04/20/2002,94124.0,3.0,TRUCK,3.6833334
2032681,Structure Fire,04/20/2002,94107.0,3.0,TRUCK,1.2
2032697,Alarms,04/20/2002,94103.0,3.0,ENGINE,2.35
2032710,Medical Incident,04/20/2002,94131.0,3.0,MEDIC,1.2666667
2032713,Medical Incident,04/20/2002,94109.0,3.0,ENGINE,2.9166667
2032718,Structure Fire,04/20/2002,94111.0,3.0,MEDIC,2.05
2032736,Medical Incident,04/20/2002,94132.0,3.0,TRUCK,4.4333334
2032764,Medical Incident,04/20/2002,94103.0,3.0,MEDIC,1.6166667
2032766,Medical Incident,04/20/2002,94131.0,3.0,ENGINE,1.95
2032780,Vehicle Fire,04/20/2002,94105.0,3.0,ENGINE,1.4
2032800,Medical Incident,04/20/2002,94114.0,3.0,MEDIC,3.2666667
2032810,Medical Incident,04/20/2002,94133.0,3.0,TRUCK,4.6
2032854,Citizen Assist / Service Call,04/21/2002,94127.0,3.0,TRUCK,5.733333
2032883,Alarms,04/21/2002,94123.0,3.0,CHIEF,3.7833333
2032883,Alarms,04/21/2002,,3.0,TRUCK,2.9333334
2032914,Structure Fire,04/21/2002,94109.0,3.0,CHIEF,2.6833334
2032916,Structure Fire,04/21/2002,94123.0,3.0,MEDIC,1.4666667
2032917,Medical Incident,04/21/2002,94102.0,3.0,RESCUE SQUAD,2.55
2032938,Alarms,04/21/2002,94117.0,3.0,CHIEF,4.633333
2032941,Structure Fire,04/21/2002,94133.0,3.0,CHIEF,1.4333333
2032941,Structure Fire,04/21/2002,94133.0,3.0,ENGINE,2.1833334
2032958,Medical Incident,04/21/2002,94116.0,3.0,MEDIC,1.9666667
2032959,Medical Incident,04/21/2002,94132.0,3.0,MEDIC,2.1333334
2032992,Medical Incident,04/21/2002,94131.0,3.0,MEDIC,2.6666667
2032995,Medical Incident,04/21/2002,94103.0,3.0,MEDIC,3.9666667
2033029,Medical Incident,04/21/2002,94108.0,3.0,MEDIC,2.4333334
2033041,Structure Fire,04/21/2002,94102.0,3.0,ENGINE,1.2833333
2033043,Medical Incident,04/21/2002,94103.0,3.0,ENGINE,4.516667
2033050,Structure Fire,04/21/2002,94132.0,3.0,CHIEF,1.7166667
2033055,Medical Incident,04/21/2002,94122.0,3.0,ENGINE,2.4666667
2033065,Structure Fire,04/21/2002,94114.0,3.0,CHIEF,2.4833333
2033065,Structure Fire,04/21/2002,94114.0,3.0,ENGINE,0.8
2033065,Structure Fire,04/21/2002,94114.0,3.0,MEDIC,1.5333333
2033096,Medical Incident,04/21/2002,,3.0,MEDIC,3.8833334
2033096,Medical Incident,04/21/2002,94110.0,3.0,TRUCK,5.1833334
2033098,Alarms,04/21/2002,,3.0,ENGINE,2.6833334
2033122,Medical Incident,04/21/2002,94109.0,3.0,MEDIC,2.5666666
2033145,Medical Incident,04/21/2002,94124.0,3.0,MEDIC,2.85
2033148,Medical Incident,04/22/2002,94110.0,3.0,ENGINE,2.15
2033149,Alarms,04/22/2002,94105.0,3.0,ENGINE,3.2166667
2033208,Medical Incident,04/22/2002,94107.0,3.0,MEDIC,2.8166666
2033211,Alarms,04/22/2002,94131.0,3.0,CHIEF,2.35
2033212,Alarms,04/22/2002,94132.0,3.0,TRUCK,2.7666667
2033213,Medical Incident,04/22/2002,94122.0,3.0,ENGINE,5.25
2033238,Structure Fire,04/22/2002,94115.0,3.0,ENGINE,0.9166667
2033273,Medical Incident,04/22/2002,94122.0,3.0,ENGINE,2.4166667
2033282,Medical Incident,04/22/2002,94102.0,3.0,PRIVATE,3.65
2033300,Alarms,04/22/2002,94131.0,3.0,TRUCK,2.65
2033328,Medical Incident,04/22/2002,94116.0,3.0,MEDIC,3.05
2033362,Medical Incident,04/22/2002,94109.0,3.0,ENGINE,4.3166666
2033381,Medical Incident,04/22/2002,94103.0,3.0,ENGINE,2.6166666
2033384,Medical Incident,04/22/2002,94107.0,3.0,ENGINE,3.3333333
2033391,Medical Incident,04/22/2002,94110.0,3.0,ENGINE,1.2666667
2033408,Medical Incident,04/22/2002,94103.0,3.0,ENGINE,2.3666666
2033421,Alarms,04/22/2002,94112.0,3.0,ENGINE,1.9166666
2033426,Medical Incident,04/22/2002,94118.0,2.0,MEDIC,3.5833333
2033432,Structure Fire,04/22/2002,94102.0,3.0,CHIEF,1.0
2033442,Outside Fire,04/22/2002,94124.0,3.0,ENGINE,1.65
2033443,Structure Fire,04/22/2002,94115.0,3.0,ENGINE,2.2666667
2033476,Medical Incident,04/23/2002,94107.0,3.0,TRUCK,2.3166666
2033503,Medical Incident,04/23/2002,94124.0,3.0,TRUCK,2.5166667
2033525,Medical Incident,04/23/2002,94110.0,3.0,MEDIC,2.25
2033548,Alarms,04/23/2002,94115.0,3.0,ENGINE,0.6
2033567,Medical Incident,04/23/2002,94115.0,3.0,ENGINE,1.3833333
2033570,Alarms,04/23/2002,94109.0,3.0,CHIEF,1.5833334
2033577,Medical Incident,04/23/2002,94110.0,3.0,MEDIC,4.2166667
2033584,Medical Incident,04/23/2002,94102.0,3.0,MEDIC,2.1666667
2033592,Medical Incident,04/23/2002,94112.0,3.0,ENGINE,1.4166666
2033641,Structure Fire,04/23/2002,94111.0,3.0,CHIEF,4.75
2033654,Structure Fire,04/23/2002,94102.0,3.0,CHIEF,1.45
2033672,Medical Incident,04/23/2002,94122.0,3.0,MEDIC,3.5166667
2033690,Citizen Assist / Service Call,04/23/2002,94103.0,3.0,ENGINE,2.1333334
